days_until_expiry,initial_quantity,shelf_life_days,storage_temp,temp_deviation,spoilage_sensitivity,units_sold,daily_demand,sell_through_rate,remaining_quantity,stock_pressure_ratio,velocity_score,sales_volatility,expiry_pressure_index,price_margin_ratio,category_encoded,region_encoded,is_weekend,is_promoted,handling_score,packaging_score,supplier_score
0,462,2,1.4,1.4,0.95,462,350,1.0,0,0.0,175.0,0.16,0.0,0.49624687,9,1,0,0,7,8,8
205,172,287,6.7,1.7,0.85,172,1,1.0,0,0.0,0.0034843206,0.3,0.0,0.31168723,6,2,0,0,6,5,6
1,92,4,6.7,2.7,0.75,52,29,0.5652174,40,1.3793104,7.25,0.33,0.6896552,0.31623036,3,1,0,0,9,8,10
60,219,71,-22.7,2.7,0.3,65,1,0.29680365,154,154.0,0.014084507,0.11,2.5245903,0.41925776,4,2,0,0,9,5,8
712,153,719,4.4,0.6,0.85,0,0,0.0,153,0.22939752,0.0,0.42,0.05210174,0.5379948,6,4,1,1,8,6,6
5,410,7,0.3,0.3,0.95,410,126,1.0,0,0.0,18.0,0.24,0.0,0.3078752,9,1,1,0,7,9,9
7,340,9,-1.8,2.8,0.9,340,62,1.0,0,0.0,6.888889,0.17,0.0,0.37131366,5,4,0,0,7,9,10
18,359,30,2.6,1.4,0.7,160,7,0.44568247,199,28.428572,0.23333333,0.48,1.4962406,0.5680272,2,0,0,0,10,10,9
3,369,3,17.2,2.8,0.5,258,193,0.699187,111,0.5751295,64.333336,0.28,0.14378238,0.55078125,0,2,0,0,4,6,9
152,341,192,-19.4,0.6,0.3,0,0,0.0,341,0.22939752,0.0,0.35,0.05210174,0.3864706,4,1,0,0,7,6,10
4,399,7,1.5,2.5,0.75,275,85,0.68922305,124,1.4588236,12.142858,0.13,0.2917647,0.5475924,3,1,0,0,10,10,10
0,456,2,-0.5,0.5,0.95,456,473,1.0,0,0.0,236.5,0.48,0.0,0.528982,9,0,1,0,6,7,9
6,345,13,6.5,2.5,0.75,188,29,0.54492754,157,5.413793,2.2307692,0.26,0.773399,0.31275168,3,4,0,0,4,5,6
0,239,2,6.3,2.3,0.9,239,218,1.0,0,0.0,109.0,0.23,0.0,0.3546798,8,4,1,0,4,6,9
3,253,5,2.5,2.5,0.95,253,102,1.0,0,0.0,20.4,0.28,0.0,0.53929806,9,4,1,0,7,9,9
0,16,4,3.3,2.3,0.9,10,7,0.625,6,0.85714287,1.75,0.12,0.85714287,0.30789134,5,0,0,0,9,10,9
0,403,3,4.6,0.6,0.9,386,225,0.95781636,17,0.075555556,75.0,0.47,0.075555556,0.3888889,8,1,0,0,10,10,7
5,59,6,3.9,0.1,0.7,59,9,1.0,0,0.0,1.5,0.4,0.0,0.5934627,2,4,0,0,5,5,8
267,438,357,-23.7,3.7,0.3,306,2,0.69863015,132,66.0,0.005602241,0.47,0.24626866,0.53697574,4,1,1,1,10,5,8
75,110,86,-23.3,3.3,0.3,0,0,0.0,110,0.22939752,0.0,0.5,0.05210174,0.56183743,4,3,0,0,6,9,7
318,410,383,10.0,5.0,0.85,249,1,0.6073171,161,161.0,0.002610966,0.34,0.5047022,0.44713938,6,1,0,0,4,10,10
5,12,8,8.6,0.6,0.6,8,3,0.6666667,4,1.3333334,0.375,0.3,0.22222222,0.57915056,7,0,1,0,5,7,6
1,16,4,0.3,0.7,0.9,10,7,0.625,6,0.85714287,1.75,0.33,0.42857143,0.41504365,5,0,0,0,5,10,10
4,294,6,-1.3,1.3,0.95,294,73,1.0,0,0.0,12.166667,0.32,0.0,0.54244184,9,0,0,0,9,9,9
532,393,565,3.7,1.3,0.85,0,0,0.0,393,0.22939752,0.0,0.4,0.05210174,0.50939065,6,1,1,0,7,7,6
4,142,4,-2.3,2.3,0.95,142,41,1.0,0,0.0,10.25,0.24,0.0,0.59489053,9,4,0,1,4,6,6
415,66,426,3.6,1.4,0.85,0,0,0.0,66,0.22939752,0.0,0.42,0.05210174,0.375,6,3,0,0,4,9,9
342,94,417,2.4,2.6,0.85,65,2,0.69148934,29,14.5,0.004796163,0.46,0.042274054,0.4627891,6,2,0,0,9,10,9
4,121,4,3.3,2.3,0.9,84,58,0.6942149,37,0.63793105,14.5,0.44,0.1275862,0.46145433,5,1,1,0,5,6,10
4,499,5,3.3,0.7,0.9,499,213,1.0,0,0.0,42.6,0.26,0.0,0.4514638,8,0,1,0,10,5,10
0,16,4,3.9,3.9,0.95,16,11,1.0,0,0.0,2.75,0.32,0.0,0.37873754,9,1,0,0,10,9,8
4,338,5,-0.1,0.1,0.95,338,117,1.0,0,0.0,23.4,0.2,0.0,0.5906719,9,1,0,0,9,5,7
4,268,5,-0.2,4.2,0.9,268,118,1.0,0,0.0,23.6,0.14,0.0,0.5817308,8,2,1,0,6,8,10
0,420,3,6.3,2.3,0.9,420,191,1.0,0,0.0,63.666668,0.22,0.0,0.58232445,8,2,0,0,9,6,9
8,464,8,7.4,3.4,0.75,324,89,0.69827586,140,1.5730337,11.125,0.37,0.17478152,0.38541666,3,1,0,0,6,5,8
2,436,5,0.1,0.9,0.9,284,120,0.6513761,152,1.2666667,24.0,0.36,0.42222223,0.35344827,5,4,0,0,5,5,8
26,73,28,4.7,0.3,0.4,73,4,1.0,0,0.0,0.14285715,0.36,0.0,0.5451613,1,1,0,0,6,9,8
5,154,5,5.7,1.7,0.7,154,65,1.0,0,0.0,13.0,0.24,0.0,0.39821252,2,4,1,0,10,10,8
29,66,30,3.4,1.6,0.4,46,5,0.6969697,20,4.0,0.16666667,0.48,0.13333334,0.33490565,1,2,1,0,7,7,10
3,138,3,4.1,0.1,0.9,138,66,1.0,0,0.0,22.0,0.22,0.0,0.47802198,8,0,0,0,10,6,7
4,135,8,-0.3,1.3,0.9,82,25,0.6074074,53,2.12,3.125,0.11,0.424,0.35070673,5,1,0,0,10,7,6
1,170,3,4.3,0.3,0.9,111,76,0.65294117,59,0.7763158,25.333334,0.3,0.3881579,0.43639922,8,1,0,0,8,10,8
204,93,221,3.6,1.4,0.85,93,2,1.0,0,0.0,0.009049774,0.17,0.0,0.3682296,6,4,0,0,6,6,9
3,220,6,1.1,1.1,0.95,141,54,0.6409091,79,1.462963,9.0,0.13,0.36574075,0.59449583,9,4,0,0,4,9,10
2,359,6,1.0,1.0,0.95,351,96,0.97771585,8,0.083333336,16.0,0.41,0.027777778,0.30276322,9,1,0,0,10,5,9
2,32,5,-1.7,1.7,0.95,32,11,1.0,0,0.0,2.2,0.46,0.0,0.5703184,9,4,0,0,4,7,9
2,222,5,18.0,2.0,0.5,154,65,0.6936937,68,1.0461539,13.0,0.37,0.34871796,0.5358209,0,3,0,1,10,10,10
14,470,21,5.3,2.7,0.6,325,32,0.69148934,145,4.53125,1.5238096,0.23,0.30208334,0.46829268,7,1,0,0,5,9,10
17,472,19,10.0,2.0,0.6,330,40,0.6991525,142,3.55,2.1052632,0.21,0.19722222,0.3456284,7,1,1,1,5,7,7
5,324,10,-1.2,2.2,0.9,324,70,1.0,0,0.0,7.0,0.23,0.0,0.5282792,5,4,1,0,9,7,9
21,471,24,6.2,2.2,0.7,471,33,1.0,0,0.0,1.375,0.29,0.0,0.35555556,2,1,0,0,4,5,6
208,437,220,-20.1,0.1,0.3,437,2,1.0,0,0.0,0.009090909,0.16,0.0,0.38372093,4,4,1,0,9,6,9
4,417,5,4.2,0.2,0.9,417,133,1.0,0,0.0,26.6,0.43,0.0,0.5054432,8,1,0,0,5,5,6
3,444,6,0.2,0.8,0.9,310,101,0.6981982,134,1.3267326,16.833334,0.45,0.33168316,0.47474748,5,1,0,0,4,5,8
6,330,6,19.9,0.1,0.5,330,80,1.0,0,0.0,13.333333,0.32,0.0,0.54651165,0,2,0,0,6,6,6
9,152,10,7.1,2.1,0.4,106,22,0.69736844,46,2.090909,2.2,0.38,0.2090909,0.5212355,1,4,1,0,8,6,6
8,37,15,2.2,1.8,0.7,28,3,0.7567568,9,3.0,0.2,0.38,0.33333334,0.5318436,2,0,1,0,9,10,6
9,322,13,1.7,2.3,0.75,276,32,0.85714287,46,1.4375,2.4615386,0.14,0.14375,0.401649,3,3,0,0,6,9,10
2,73,5,3.9,0.1,0.9,55,18,0.75342464,18,1.0,3.6,0.39,0.33333334,0.33715013,8,2,0,0,5,8,8
3,180,7,5.9,1.9,0.75,106,40,0.5888889,74,1.85,5.714286,0.47,0.4625,0.3544568,3,4,0,0,5,7,7
2,17,4,3.2,0.8,0.9,12,5,0.7058824,5,1.0,1.25,0.35,0.33333334,0.41609588,8,2,0,1,8,10,6
2,289,4,2.3,1.3,0.9,202,101,0.6989619,87,0.8613861,25.25,0.12,0.28712872,0.31536698,5,2,0,0,6,8,7
4,492,5,18.5,1.5,0.5,445,146,0.9044715,47,0.3219178,29.2,0.31,0.06438356,0.49829352,0,1,0,0,8,10,10
5,405,9,4.1,3.1,0.9,338,85,0.8345679,67,0.7882353,9.444445,0.18,0.13137256,0.34294543,5,2,0,0,8,9,8
5,200,7,3.7,0.3,0.7,200,54,1.0,0,0.0,7.714286,0.16,0.0,0.4769688,2,2,1,0,4,6,6
5,137,5,17.0,3.0,0.5,95,41,0.69343066,42,1.0243902,8.2,0.47,0.17073171,0.39171124,0,4,0,0,7,7,9
439,238,613,3.9,1.1,0.85,238,1,1.0,0,0.0,0.0016313214,0.49,0.0,0.4917825,6,0,0,0,9,10,9
109,396,166,-23.0,3.0,0.3,136,1,0.34343433,260,260.0,0.006024096,0.33,2.3636363,0.5089538,4,3,0,0,4,5,10
2,181,3,3.2,0.8,0.9,181,114,1.0,0,0.0,38.0,0.45,0.0,0.4691824,8,4,1,1,5,5,9
16,459,22,5.9,1.9,0.7,321,43,0.6993464,138,3.2093024,1.9545455,0.26,0.18878248,0.3877551,2,1,1,0,9,5,10
330,489,337,-18.6,1.4,0.3,245,1,0.5010225,244,244.0,0.002967359,0.31,0.73716015,0.38512397,4,1,1,0,10,5,10
6,348,7,21.9,1.9,0.5,348,86,1.0,0,0.0,12.285714,0.3,0.0,0.39962476,0,2,0,0,6,9,9
151,211,164,-19.2,0.8,0.3,0,0,0.0,211,0.22939752,0.0,0.47,0.05210174,0.5223312,4,4,0,1,5,9,10
138,170,183,5.9,0.9,0.85,170,2,1.0,0,0.0,0.010928961,0.47,0.0,0.46598724,6,2,0,0,9,7,6
6,188,7,5.2,0.2,0.4,188,37,1.0,0,0.0,5.285714,0.2,0.0,0.55,1,1,1,0,4,5,10
112,282,136,-20.7,0.7,0.3,282,4,1.0,0,0.0,0.029411765,0.22,0.0,0.4887574,4,4,1,0,9,10,10
1,348,2,-1.6,1.6,0.95,298,257,0.8563218,50,0.19455253,128.5,0.47,0.09727626,0.45153168,9,4,0,0,5,9,9
2,184,3,18.7,1.3,0.5,184,130,1.0,0,0.0,43.333332,0.15,0.0,0.5418719,0,4,1,0,9,8,8
0,293,3,8.3,0.3,0.6,249,130,0.8498294,44,0.33846155,43.333332,0.34,0.33846155,0.42380953,7,4,0,0,9,10,9
251,177,345,5.7,0.7,0.85,177,2,1.0,0,0.0,0.0057971017,0.32,0.0,0.305801,6,4,1,1,9,6,6
11,59,14,3.8,0.2,0.75,45,4,0.7627119,14,3.5,0.2857143,0.49,0.29166666,0.4084084,3,0,0,0,8,10,6
52,323,61,4.1,0.9,0.85,204,4,0.6315789,119,29.75,0.06557377,0.23,0.5613208,0.48690385,6,1,0,0,5,6,10
12,146,14,3.7,0.3,0.75,146,10,1.0,0,0.0,0.71428573,0.23,0.0,0.5176471,3,1,0,1,10,9,10
434,141,512,6.1,1.1,0.85,141,1,1.0,0,0.0,0.001953125,0.13,0.0,0.549426,6,1,0,0,10,6,10
4,186,5,6.8,2.8,0.7,186,64,1.0,0,0.0,12.8,0.35,0.0,0.37259343,2,1,0,0,9,9,10
11,19,12,5.0,1.0,0.75,0,0,0.0,19,0.22939752,0.0,0.49,0.05210174,0.46230158,3,3,0,0,4,6,6
13,270,17,4.4,0.4,0.7,189,40,0.7,81,2.025,2.3529413,0.43,0.14464286,0.5876516,2,2,1,0,6,6,9
2,385,7,6.3,2.3,0.75,143,78,0.37142858,242,3.102564,11.142858,0.22,1.034188,0.48121145,3,4,0,0,9,8,8
24,356,27,7.6,3.6,0.7,356,17,1.0,0,0.0,0.6296296,0.48,0.0,0.44079602,2,3,1,1,9,7,9
5,181,8,3.5,1.5,0.4,73,18,0.40331492,108,6.0,2.25,0.27,1.0,0.51184833,1,3,0,1,9,5,10
4,96,7,0.0,1.0,0.9,59,17,0.6145833,37,2.1764705,2.4285715,0.16,0.43529412,0.45397112,5,3,1,0,7,10,6
2,395,5,1.5,2.5,0.9,272,110,0.6886076,123,1.1181818,22.0,0.14,0.37272727,0.4087817,8,4,0,0,7,7,9
8,31,10,7.8,0.2,0.6,21,5,0.67741936,10,2.0,0.5,0.44,0.22222222,0.42677826,7,2,0,1,7,8,9
3,428,6,22.6,2.6,0.5,428,149,1.0,0,0.0,24.833334,0.43,0.0,0.53846157,0,2,1,1,9,8,7
17,29,27,3.2,0.8,0.7,29,3,1.0,0,0.0,0.11111111,0.3,0.0,0.5498721,2,1,0,0,6,6,6
14,213,16,10.2,2.2,0.6,150,14,0.70422536,63,4.5,0.875,0.47,0.3,0.4499314,7,0,1,0,5,7,9
1,463,3,22.0,2.0,0.5,324,248,0.69978404,139,0.5604839,82.666664,0.19,0.28024194,0.42586324,0,1,0,0,5,6,6
3,319,6,0.8,0.8,0.95,254,75,0.79623824,65,0.8666667,12.5,0.42,0.21666667,0.5254054,9,0,0,1,4,10,9
4,222,7,20.2,0.2,0.5,179,44,0.8063063,43,0.97727275,6.285714,0.48,0.19545455,0.43711522,0,4,0,0,10,7,6
5,303,8,1.2,0.2,0.9,212,83,0.69966996,91,1.0963856,10.375,0.39,0.18273093,0.4775628,5,4,1,0,5,6,9
11,367,14,2.7,1.3,0.75,357,38,0.97275203,10,0.2631579,2.7142856,0.37,0.021929825,0.42678228,3,0,0,0,8,7,9
61,175,65,-21.8,1.8,0.3,175,5,1.0,0,0.0,0.07692308,0.21,0.0,0.31542462,4,2,1,1,6,7,9
21,178,21,6.9,1.9,0.4,140,6,0.78651685,38,6.3333335,0.2857143,0.27,0.28787878,0.5826772,1,1,0,0,9,7,10
0,423,3,1.0,0.0,0.9,423,210,1.0,0,0.0,70.0,0.14,0.0,0.38155243,5,3,0,0,9,7,8
131,182,168,-15.4,4.6,0.3,168,1,0.9230769,14,14.0,0.005952381,0.15,0.10606061,0.56242496,4,1,1,1,7,6,8
9,109,9,1.6,0.6,0.9,109,29,1.0,0,0.0,3.2222223,0.24,0.0,0.57973176,5,0,0,0,6,10,6
4,59,4,5.6,1.6,0.9,59,15,1.0,0,0.0,3.75,0.24,0.0,0.44674966,8,3,0,0,4,9,8
8,492,8,6.6,1.6,0.4,492,135,1.0,0,0.0,16.875,0.19,0.0,0.3324709,1,1,0,0,7,9,10
184,317,218,3.5,1.5,0.85,0,0,0.0,317,0.22939752,0.0,0.2,0.05210174,0.40048298,6,1,0,0,5,7,10
1,211,3,5.0,1.0,0.9,139,116,0.65876776,72,0.62068963,38.666668,0.16,0.31034482,0.30347055,8,4,0,0,8,7,9
12,217,17,4.1,0.9,0.4,200,18,0.921659,17,0.9444444,1.0588236,0.1,0.072649576,0.5719697,1,3,0,0,10,7,6
13,257,24,4.0,1.0,0.4,154,12,0.59922177,103,8.583333,0.5,0.4,0.6130952,0.4130653,1,1,0,0,10,5,9
5,391,5,7.2,0.8,0.6,391,140,1.0,0,0.0,28.0,0.22,0.0,0.3222749,7,2,0,1,7,8,7
0,355,3,1.1,1.1,0.95,248,168,0.69859153,107,0.6369048,56.0,0.18,0.6369048,0.5321285,9,0,0,1,6,9,9
431,461,597,5.3,0.3,0.85,461,2,1.0,0,0.0,0.0033500837,0.18,0.0,0.38215026,6,3,0,0,9,10,8
2,293,6,20.5,0.5,0.5,221,87,0.7542662,72,0.82758623,14.5,0.14,0.27586207,0.339823,0,2,0,0,10,10,9
74,357,81,-22.8,2.8,0.3,191,3,0.53501403,166,55.333332,0.037037037,0.24,0.73777777,0.58185405,4,1,0,1,6,8,6
11,340,19,8.9,0.9,0.6,223,23,0.65588236,117,5.0869565,1.2105263,0.14,0.42391303,0.33178654,7,4,0,0,10,8,9
2,228,4,19.8,0.2,0.5,183,120,0.80263156,45,0.375,30.0,0.4,0.125,0.35674676,0,3,0,0,8,5,10
212,96,307,-21.8,1.8,0.3,96,1,1.0,0,0.0,0.0032573289,0.13,0.0,0.5070057,4,2,0,0,4,5,10
509,141,681,1.1,3.9,0.85,141,1,1.0,0,0.0,0.0014684288,0.12,0.0,0.505483,6,0,1,1,9,9,6
19,108,28,5.2,1.2,0.7,108,6,1.0,0,0.0,0.21428572,0.27,0.0,0.48115942,2,1,0,0,4,8,7
5,55,9,3.1,0.9,0.75,37,6,0.6727273,18,3.0,0.6666667,0.41,0.5,0.30831644,3,4,0,0,10,10,7
0,320,4,20.5,0.5,0.5,271,117,0.846875,49,0.41880342,29.25,0.27,0.41880342,0.55934346,0,4,0,0,4,10,6
2,467,3,-0.3,0.3,0.95,441,243,0.9443255,26,0.10699589,81.0,0.4,0.035665296,0.5361507,9,3,0,0,10,7,9
0,418,1,6.2,2.2,0.9,418,686,1.0,0,0.0,686.0,0.38,0.0,0.3832574,8,0,0,0,8,6,9
1,482,1,2.8,1.2,0.9,482,756,1.0,0,0.0,756.0,0.15,0.0,0.442053,8,1,0,1,8,7,10
253,241,268,-21.2,1.2,0.3,0,0,0.0,241,0.22939752,0.0,0.18,0.05210174,0.53758544,4,2,0,0,10,9,9
42,112,62,2.6,2.4,0.85,78,3,0.6964286,34,11.333333,0.048387095,0.45,0.2635659,0.40038133,6,1,0,0,5,8,9
16,273,22,2.7,2.3,0.4,197,14,0.72161174,76,5.428571,0.6363636,0.45,0.31932774,0.52446806,1,1,0,0,6,6,6
139,427,199,-20.4,0.4,0.3,298,7,0.69789225,129,18.428572,0.03517588,0.29,0.13163266,0.59247965,4,3,0,0,8,7,8
1,62,5,3.9,0.1,0.75,44,28,0.7096774,18,0.64285713,5.6,0.33,0.32142857,0.38717788,3,2,0,1,8,6,7
4,220,9,6.8,2.8,0.75,212,46,0.96363634,8,0.17391305,5.111111,0.49,0.034782607,0.57253385,3,1,1,0,9,10,8
3,98,4,2.7,2.7,0.95,98,46,1.0,0,0.0,11.5,0.31,0.0,0.5167665,9,1,0,0,10,9,10
0,307,2,1.3,1.3,0.95,307,231,1.0,0,0.0,115.5,0.24,0.0,0.35178307,9,1,0,0,10,10,10
2,265,4,-5.0,5.0,0.95,265,122,1.0,0,0.0,30.5,0.31,0.0,0.5769594,9,1,1,0,4,6,8
207,420,221,-17.5,2.5,0.3,367,2,0.8738095,53,26.5,0.009049774,0.2,0.12740384,0.3347826,4,1,0,0,8,10,10
0,122,1,6.9,2.9,0.9,122,195,1.0,0,0.0,195.0,0.29,0.0,0.35684648,8,2,0,0,6,10,10
7,261,8,-0.4,1.4,0.9,182,37,0.697318,79,2.1351352,4.625,0.23,0.2668919,0.44791666,5,3,0,0,5,9,6
13,94,19,4.1,0.1,0.7,63,5,0.67021275,31,6.2,0.2631579,0.2,0.44285715,0.573975,2,1,0,0,8,8,9
17,27,17,6.4,2.4,0.7,27,2,1.0,0,0.0,0.11764706,0.17,0.0,0.5779221,2,4,1,1,10,7,8
4,314,8,0.9,0.1,0.9,193,52,0.61464965,121,2.3269231,6.5,0.31,0.4653846,0.4595661,5,3,0,0,7,7,6
2,253,4,21.8,1.8,0.5,171,94,0.6758893,82,0.87234044,23.5,0.12,0.29078013,0.42455775,0,3,0,0,10,9,9
1,113,3,4.3,0.3,0.75,95,73,0.84070796,18,0.24657534,24.333334,0.15,0.12328767,0.36697248,3,3,1,0,6,5,8
12,418,15,1.3,2.7,0.7,418,45,1.0,0,0.0,3.0,0.25,0.0,0.49593496,2,1,0,0,10,9,8
7,227,7,1.8,0.8,0.9,227,55,1.0,0,0.0,7.857143,0.3,0.0,0.3953638,5,2,0,0,9,10,7
2,277,6,0.2,0.8,0.9,185,72,0.66787004,92,1.2777778,12.0,0.36,0.42592594,0.5123258,5,2,0,1,10,7,9
8,189,10,3.1,2.1,0.9,132,36,0.6984127,57,1.5833334,3.6,0.29,0.17592593,0.4198988,5,1,0,0,9,7,8
3,271,7,0.5,0.5,0.9,249,80,0.9188192,22,0.275,11.428572,0.42,0.06875,0.4543744,5,1,1,0,9,9,9
203,288,210,-23.0,3.0,0.3,0,0,0.0,288,0.22939752,0.0,0.17,0.05210174,0.445977,4,0,0,1,7,7,10
14,496,20,8.7,0.7,0.6,347,35,0.69959676,149,4.257143,1.75,0.45,0.2838095,0.38108882,7,3,0,0,5,8,7
125,124,173,-18.8,1.2,0.3,97,1,0.7822581,27,27.0,0.0057803467,0.16,0.21428572,0.5588547,4,2,0,0,10,8,10
12,202,16,-1.1,6.1,0.4,110,10,0.5445545,92,9.2,0.625,0.3,0.7076923,0.35569105,1,1,0,0,8,10,10
3,347,4,4.1,3.1,0.9,347,171,1.0,0,0.0,42.75,0.18,0.0,0.45703545,5,4,1,0,7,5,9
3,22,5,18.8,1.2,0.5,17,5,0.77272725,5,1.0,1.0,0.17,0.25,0.38530734,0,4,0,0,4,5,9
3,424,3,9.3,1.3,0.6,424,181,1.0,0,0.0,60.333332,0.38,0.0,0.33766234,7,3,0,0,5,8,6
8,88,8,8.1,0.1,0.6,88,14,1.0,0,0.0,1.75,0.4,0.0,0.56425405,7,1,1,0,9,7,6
1,289,4,3.9,0.1,0.75,146,76,0.5051903,143,1.8815789,19.0,0.36,0.94078946,0.5424901,3,4,0,0,5,5,6
15,219,17,1.1,3.9,0.4,219,23,1.0,0,0.0,1.3529412,0.21,0.0,0.41432226,1,1,1,0,5,5,8
29,383,30,2.8,1.2,0.7,383,21,1.0,0,0.0,0.7,0.11,0.0,0.59305555,2,3,1,1,8,8,10
3,306,5,2.9,1.1,0.7,276,112,0.9019608,30,0.26785713,22.4,0.3,0.06696428,0.3347826,2,4,1,0,8,7,9
2,362,3,2.5,1.5,0.9,362,177,1.0,0,0.0,59.0,0.15,0.0,0.5420778,8,3,0,0,5,10,8
48,157,62,-20.5,0.5,0.3,157,7,1.0,0,0.0,0.11290322,0.35,0.0,0.39597315,4,4,1,0,6,9,9
164,382,202,-22.9,2.9,0.3,0,0,0.0,382,0.22939752,0.0,0.21,0.05210174,0.4204947,4,3,0,0,9,8,9
334,137,391,5.1,0.1,0.85,0,0,0.0,137,0.22939752,0.0,0.35,0.05210174,0.55518824,6,1,0,0,6,10,9
8,22,11,5.5,1.5,0.75,0,0,0.0,22,0.22939752,0.0,0.13,0.05210174,0.5540541,3,1,0,0,7,8,6
11,207,14,0.9,3.1,0.7,207,25,1.0,0,0.0,1.7857143,0.39,0.0,0.39565945,2,0,0,0,5,8,7
21,224,29,5.8,0.8,0.4,224,12,1.0,0,0.0,0.41379312,0.36,0.0,0.32867134,1,3,0,0,8,5,6
19,126,22,7.1,2.1,0.4,126,7,1.0,0,0.0,0.3181818,0.39,0.0,0.5832106,1,4,0,1,7,7,6
2,244,4,5.5,1.5,0.75,244,99,1.0,0,0.0,24.75,0.36,0.0,0.49130434,3,2,0,0,10,10,9
21,13,30,2.9,1.1,0.7,0,0,0.0,13,0.22939752,0.0,0.35,0.05210174,0.5030012,2,1,0,0,5,5,9
8,201,15,2.2,1.8,0.7,169,17,0.840796,32,1.882353,1.1333333,0.22,0.20915033,0.35180724,2,1,0,0,9,6,9
1,199,3,5.1,1.1,0.9,123,73,0.61809045,76,1.0410959,24.333334,0.49,0.5205479,0.5811594,8,0,0,1,7,6,9
2,183,3,6.0,2.0,0.9,128,90,0.69945353,55,0.6111111,30.0,0.28,0.2037037,0.3690476,8,1,0,1,9,7,6
5,313,6,19.6,0.4,0.5,287,81,0.9169329,26,0.32098764,13.5,0.44,0.053497944,0.39351082,0,1,0,1,6,8,7
0,273,2,0.4,3.6,0.9,191,215,0.6996337,82,0.38139534,107.5,0.24,0.38139534,0.31894618,8,3,0,0,6,6,10
21,141,28,1.5,3.5,0.4,141,8,1.0,0,0.0,0.2857143,0.23,0.0,0.57073957,1,0,0,0,6,7,9
409,489,527,2.3,2.7,0.85,389,1,0.795501,100,100.0,0.0018975332,0.4,0.24390244,0.49706933,6,2,0,0,6,6,9
4,170,7,4.4,0.4,0.7,170,47,1.0,0,0.0,6.714286,0.24,0.0,0.44155845,2,0,1,0,5,8,10
11,381,16,7.1,2.1,0.4,381,39,1.0,0,0.0,2.4375,0.41,0.0,0.30322582,1,4,1,0,7,9,6
15,478,19,2.3,1.7,0.7,478,32,1.0,0,0.0,1.6842105,0.42,0.0,0.53984064,2,0,0,0,5,9,10
1,243,4,-0.6,1.6,0.9,200,90,0.82304525,43,0.47777778,22.5,0.2,0.23888889,0.36205316,5,2,1,0,8,7,8
0,153,2,19.8,0.2,0.5,153,90,1.0,0,0.0,45.0,0.5,0.0,0.5383747,0,2,0,0,9,6,7
4,156,10,13.4,5.4,0.6,73,15,0.4679487,83,5.5333333,1.5,0.45,1.1066667,0.36548224,7,2,0,0,10,7,7
2,180,2,-1.9,1.9,0.95,180,139,1.0,0,0.0,69.5,0.36,0.0,0.50349474,9,4,0,0,9,10,9
112,182,125,-20.7,0.7,0.3,146,1,0.8021978,36,36.0,0.008,0.33,0.31858408,0.46192053,4,2,0,0,4,5,10
4,17,5,-1.3,1.3,0.95,3,1,0.1764706,14,14.0,0.2,0.34,2.8,0.3187479,9,2,0,0,8,6,10
17,159,21,5.5,1.5,0.7,153,8,0.9622642,6,0.75,0.3809524,0.27,0.041666668,0.35784313,2,2,0,0,10,6,10
13,132,18,5.8,1.8,0.7,92,11,0.6969697,40,3.6363637,0.6111111,0.35,0.25974026,0.416499,2,2,1,0,5,9,10
4,26,6,-2.8,2.8,0.95,26,9,1.0,0,0.0,1.5,0.18,0.0,0.59247863,9,0,0,0,8,8,10
3,163,6,6.2,2.2,0.7,161,54,0.9877301,2,0.037037037,9.0,0.31,0.009259259,0.44677284,2,2,0,0,6,7,8
147,68,211,-17.5,2.5,0.3,0,0,0.0,68,0.22939752,0.0,0.46,0.05210174,0.5005176,4,1,0,0,10,5,8
1,252,5,4.9,0.9,0.9,91,45,0.3611111,161,3.5777779,9.0,0.12,1.7888889,0.3513986,8,0,0,0,10,8,9
3,438,4,20.6,0.6,0.5,373,142,0.8515982,65,0.45774648,35.5,0.19,0.11443662,0.5659259,0,0,0,0,8,8,6
1,37,4,7.4,0.6,0.6,36,23,0.972973,1,0.04347826,5.75,0.35,0.02173913,0.33655706,7,2,1,0,7,10,6
4,127,5,3.9,0.1,0.9,127,42,1.0,0,0.0,8.4,0.11,0.0,0.5006017,8,4,0,0,8,10,9
25,331,27,0.7,3.3,0.7,331,16,1.0,0,0.0,0.5925926,0.23,0.0,0.38861385,2,2,1,0,5,10,10
15,402,21,11.6,3.6,0.6,281,22,0.69900495,121,5.5,1.0476191,0.43,0.34375,0.4350877,7,2,0,0,7,5,6
8,280,13,2.6,1.4,0.75,154,26,0.55,126,4.8461537,2.0,0.29,0.53846157,0.5503979,3,4,0,0,9,8,8
4,113,6,18.7,1.3,0.5,94,24,0.8318584,19,0.7916667,4.0,0.35,0.15833333,0.4484127,0,1,0,0,5,10,6
2,491,4,7.0,3.0,0.9,343,223,0.69857436,148,0.66367716,55.75,0.32,0.22122571,0.44257703,8,1,0,0,7,8,9
8,222,11,5.0,0.0,0.4,222,50,1.0,0,0.0,4.5454545,0.42,0.0,0.5649547,1,2,0,0,8,5,6
3,440,7,0.8,0.8,0.95,411,140,0.9340909,29,0.20714286,20.0,0.39,0.051785715,0.38697675,9,2,1,0,6,9,8
