days_until_expiry,initial_quantity,shelf_life_days,storage_temp,temp_deviation,spoilage_sensitivity,units_sold,daily_demand,sell_through_rate,remaining_quantity,stock_pressure_ratio,velocity_score,sales_volatility,expiry_pressure_index,price_margin_ratio,category_encoded,region_encoded,is_weekend,is_promoted,handling_score,packaging_score,supplier_score,expire_before_sold
77,284,83,5.9,0.9,0.85,270,3,0.9507042253521126,14,4.666666666666667,0.03614457831325301,0.32,0.05982905982905983,0.3867417621544636,6,0,0,0,4,9,10,1
25,479,27,4.2,0.8,0.4,439,19,0.9164926931106472,40,2.1052631578947367,0.7037037037037037,0.35,0.08097165991902834,0.5103338632750397,1,3,0,0,10,6,9,1
0,189,1,4.8,0.8,0.9,189,329,1.0,0,0.0,329.0,0.42,0.0,0.5627147766323024,8,3,1,0,6,6,7,1
7,271,10,4.3,3.3,0.9,245,42,0.9040590405904059,26,0.6190476190476191,4.2,0.38,0.07738095238095238,0.4955429497568882,5,4,1,1,8,7,6,0
9,448,13,4.8,0.8,0.75,407,49,0.9084821428571429,41,0.8367346938775511,3.769230769230769,0.23,0.0836734693877551,0.5087514585764294,3,0,0,0,4,9,6,1
12,217,13,8.2,0.2,0.6,151,33,0.695852534562212,66,2.0,2.5384615384615383,0.27,0.15384615384615385,0.5552407932011331,7,2,0,0,7,7,8,0
2,118,3,-0.1,1.1,0.9,118,84,1.0,0,0.0,28.0,0.22,0.0,0.39144215530903326,5,1,1,1,8,5,10,0
106,305,155,5.0,0.0,0.85,0,0,0.0,305,0.22939751380118353,0.0,0.12,0.05210173733804476,0.3757291923424534,6,4,0,0,7,6,8,1
0,72,3,0.7,3.3,0.75,50,32,0.6944444444444444,22,0.6875,10.666666666666666,0.45,0.6875,0.5326424870466322,3,2,0,0,8,5,10,1
5,450,8,11.1,3.1,0.6,315,86,0.7,135,1.569767441860465,10.75,0.1,0.26162790697674415,0.4069097888675624,7,2,1,0,7,10,9,1
8,97,10,6.1,1.9,0.6,67,11,0.6907216494845361,30,2.727272727272727,1.1,0.24,0.303030303030303,0.3886925795053004,7,1,0,0,9,6,6,1
7,66,9,0.2,3.8,0.75,55,8,0.8333333333333334,11,1.375,0.8888888888888888,0.27,0.171875,0.33395522388059706,3,1,0,0,10,6,9,1
3,39,4,19.8,0.2,0.5,39,18,1.0,0,0.0,4.5,0.16,0.0,0.5856353591160222,0,3,0,0,8,7,6,0
11,115,13,5.7,0.7,0.4,62,7,0.5391304347826087,53,7.571428571428571,0.5384615384615384,0.49,0.6309523809523809,0.5370121130551817,1,2,0,0,9,9,9,1
2,260,6,6.6,2.6,0.75,260,109,1.0,0,0.0,18.166666666666668,0.17,0.0,0.5280788177339901,3,1,1,1,7,7,9,1
10,149,14,8.5,0.5,0.6,104,17,0.697986577181208,45,2.6470588235294117,1.2142857142857142,0.25,0.24064171122994651,0.35665914221218953,7,2,0,0,10,9,6,0
7,457,10,5.9,1.9,0.7,428,52,0.936542669584245,29,0.5576923076923077,5.2,0.48,0.06971153846153846,0.3456561922365989,2,1,0,1,7,8,8,1
10,422,17,9.9,1.9,0.6,259,33,0.6137440758293838,163,4.9393939393939394,1.9411764705882353,0.42,0.4490358126721763,0.38716356107660455,7,0,0,0,10,6,6,1
133,327,162,6.7,1.7,0.85,327,3,1.0,0,0.0,0.018518518518518517,0.2,0.0,0.415566037735849,6,4,0,0,6,5,6,0
0,209,2,1.7,2.3,0.9,209,193,1.0,0,0.0,96.5,0.18,0.0,0.5076142131979695,8,1,1,0,9,7,8,1
5,411,7,5.0,1.0,0.7,409,94,0.9951338199513382,2,0.02127659574468085,13.428571428571429,0.47,0.0035460992907801418,0.359925788497217,2,1,0,0,6,8,8,0
15,302,19,5.2,2.8,0.6,302,23,1.0,0,0.0,1.2105263157894737,0.46,0.0,0.3118279569892473,7,1,0,1,7,9,7,0
4,256,7,12.0,4.0,0.6,179,95,0.69921875,77,0.8105263157894737,13.571428571428571,0.32,0.16210526315789472,0.31386861313868625,7,1,1,0,5,9,6,0
3,371,5,5.4,1.4,0.9,312,123,0.8409703504043127,59,0.4796747967479675,24.6,0.14,0.11991869918699187,0.3094812164579607,8,1,0,0,6,7,6,1
7,152,8,2.8,1.2,0.7,106,23,0.6973684210526315,46,2.0,2.875,0.29,0.25,0.4790096878363832,2,1,0,0,6,9,10,0
10,405,12,4.8,0.8,0.75,405,45,1.0,0,0.0,3.75,0.48,0.0,0.33647058823529413,3,4,0,0,6,6,7,0
4,212,6,18.0,2.0,0.5,158,48,0.7452830188679245,54,1.125,8.0,0.38,0.225,0.3181494661921708,0,2,1,0,8,8,9,1
10,474,14,4.9,3.1,0.6,474,44,1.0,0,0.0,3.142857142857143,0.12,0.0,0.3963210702341138,7,4,0,0,10,6,9,1
18,289,27,5.8,1.8,0.7,289,21,1.0,0,0.0,0.7777777777777778,0.2,0.0,0.45265348595213317,2,4,1,0,8,7,6,0
2,320,5,-2.0,2.0,0.95,200,107,0.625,120,1.1214953271028036,21.4,0.23,0.37383177570093457,0.5082095387021109,9,1,0,0,7,10,10,1
0,196,3,-0.4,0.4,0.95,137,114,0.6989795918367347,59,0.5175438596491229,38.0,0.29,0.5175438596491229,0.4533762057877813,9,2,1,0,7,10,9,1
3,241,4,4.4,0.4,0.9,241,70,1.0,0,0.0,17.5,0.46,0.0,0.3655172413793103,8,3,0,0,4,5,10,1
22,305,26,4.6,0.4,0.4,163,10,0.5344262295081967,142,14.2,0.38461538461538464,0.34,0.6173913043478261,0.3855278766310795,1,1,0,0,5,9,6,1
0,271,1,1.9,2.1,0.9,271,433,1.0,0,0.0,433.0,0.47,0.0,0.427880741337631,8,1,0,0,4,6,6,1
3,41,7,1.1,0.1,0.9,17,8,0.4146341463414634,24,3.0,1.1428571428571428,0.48,0.75,0.36921420882669526,5,1,0,0,8,7,9,1
3,441,6,4.3,0.3,0.75,316,102,0.7165532879818595,125,1.2254901960784315,17.0,0.11,0.30637254901960786,0.4392694063926941,3,1,0,0,9,9,6,1
409,197,579,6.7,1.7,0.85,0,0,0.0,197,0.22939751380118353,0.0,0.17,0.05210173733804476,0.4868985729737274,6,1,0,1,9,5,9,1
15,63,21,8.9,4.9,0.7,63,6,1.0,0,0.0,0.2857142857142857,0.36,0.0,0.5246062992125984,2,4,0,1,9,6,7,0
2,361,5,-3.0,4.0,0.9,215,81,0.5955678670360111,146,1.8024691358024691,16.2,0.36,0.6008230452674898,0.5606936416184972,5,1,0,0,5,8,8,1
275,78,295,-21.6,1.6,0.3,0,0,0.0,78,0.22939751380118353,0.0,0.32,0.05210173733804476,0.49822064056939497,4,0,0,0,5,9,10,1
201,286,242,-19.6,0.4,0.3,0,0,0.0,286,0.22939751380118353,0.0,0.34,0.05210173733804476,0.5622246696035242,4,0,0,0,5,8,7,1
127,114,191,7.0,2.0,0.85,114,3,1.0,0,0.0,0.015706806282722512,0.17,0.0,0.4281258123212893,6,1,0,1,9,6,9,0
1,171,4,20.7,0.7,0.5,74,58,0.4327485380116959,97,1.6724137931034482,14.5,0.46,0.8362068965517241,0.5921450151057401,0,2,0,1,7,7,9,1
9,355,11,6.2,2.2,0.7,355,57,1.0,0,0.0,5.181818181818182,0.19,0.0,0.34634146341463407,2,0,0,0,8,5,8,0
4,484,6,-2.0,3.0,0.9,484,108,1.0,0,0.0,18.0,0.28,0.0,0.5422374429223744,5,0,0,0,6,9,6,1
18,332,24,4.4,0.6,0.4,238,15,0.7168674698795181,94,6.266666666666667,0.625,0.37,0.32982456140350874,0.5659955257270693,1,2,0,0,5,10,8,1
19,293,24,7.9,2.9,0.4,205,20,0.6996587030716723,88,4.4,0.8333333333333334,0.37,0.22000000000000003,0.5719602977667494,1,2,1,0,7,10,6,0
16,153,20,3.3,1.7,0.4,123,10,0.803921568627451,30,3.0,0.5,0.23,0.17647058823529413,0.36554132712456344,1,2,1,0,8,7,6,0
7,375,11,-0.8,5.8,0.4,375,78,1.0,0,0.0,7.090909090909091,0.41,0.0,0.3915094339622642,1,3,0,0,9,10,9,0
11,241,13,3.4,1.6,0.4,168,21,0.6970954356846473,73,3.4761904761904763,1.6153846153846154,0.32,0.2896825396825397,0.5459704880817253,1,1,1,0,5,7,6,1
347,120,515,5.9,0.9,0.85,120,3,1.0,0,0.0,0.005825242718446602,0.2,0.0,0.307632382787675,6,0,0,0,6,6,9,0
543,130,585,4.9,0.1,0.85,0,0,0.0,130,0.22939751380118353,0.0,0.18,0.05210173733804476,0.4523243556088386,6,2,1,0,6,6,10,1
27,277,29,1.4,2.6,0.7,277,14,1.0,0,0.0,0.4827586206896552,0.35,0.0,0.5046728971962616,2,1,0,0,7,6,9,0
0,208,2,-1.4,1.4,0.95,208,193,1.0,0,0.0,96.5,0.25,0.0,0.5908385093167703,9,2,0,0,10,5,8,1
3,432,6,-2.7,2.7,0.95,302,158,0.6990740740740741,130,0.8227848101265823,26.333333333333332,0.36,0.20569620253164558,0.5266367137355584,9,3,1,0,6,10,8,0
5,141,9,5.6,2.4,0.6,125,22,0.8865248226950354,16,0.7272727272727273,2.4444444444444446,0.38,0.12121212121212122,0.45871559633027525,7,4,0,0,6,10,6,1
3,258,7,-0.8,1.8,0.9,228,59,0.8837209302325582,30,0.5084745762711864,8.428571428571429,0.15,0.1271186440677966,0.36833514689880303,5,4,0,0,8,6,10,1
4,125,6,1.2,0.2,0.9,125,48,1.0,0,0.0,8.0,0.26,0.0,0.509680324178298,5,4,0,0,8,5,9,0
322,228,476,0.2,4.8,0.85,228,1,1.0,0,0.0,0.0021008403361344537,0.23,0.0,0.5420450059218318,6,4,0,0,5,10,9,0
7,411,14,10.7,2.7,0.6,395,56,0.9610705596107056,16,0.2857142857142857,4.0,0.17,0.03571428571428571,0.4235033259423503,7,2,0,0,9,9,9,1
2,266,4,3.8,0.2,0.9,186,107,0.6992481203007519,80,0.7476635514018691,26.75,0.37,0.24922118380062305,0.41831238779174146,8,1,0,0,9,6,7,1
2,150,2,1.8,2.2,0.9,150,104,1.0,0,0.0,52.0,0.32,0.0,0.523719165085389,8,4,0,0,10,6,9,0
15,393,18,3.1,1.9,0.4,326,23,0.8295165394402035,67,2.9130434782608696,1.2777777777777777,0.46,0.18206521739130435,0.3419354838709678,1,4,1,1,10,10,8,1
4,57,9,-0.3,1.3,0.9,39,13,0.6842105263157895,18,1.3846153846153846,1.4444444444444444,0.39,0.27692307692307694,0.3571428571428571,5,4,1,0,5,5,8,1
8,207,9,8.0,0.0,0.6,207,37,1.0,0,0.0,4.111111111111111,0.29,0.0,0.37553648068669526,7,1,0,0,6,5,9,0
250,227,334,5.3,0.3,0.85,227,2,1.0,0,0.0,0.005988023952095809,0.37,0.0,0.5718095048221895,6,3,0,0,5,7,10,0
2,98,5,0.6,0.4,0.9,98,33,1.0,0,0.0,6.6,0.37,0.0,0.4080512351326624,5,2,0,0,6,6,10,1
399,176,536,3.5,1.5,0.85,176,1,1.0,0,0.0,0.0018656716417910447,0.4,0.0,0.30027744748315505,6,3,1,0,5,8,8,0
6,293,7,20.0,0.0,0.5,293,71,1.0,0,0.0,10.142857142857142,0.37,0.0,0.39278937381404166,0,1,1,0,7,5,7,0
13,145,15,0.9,4.1,0.4,101,11,0.696551724137931,44,4.0,0.7333333333333333,0.26,0.2857142857142857,0.41509433962264153,1,3,0,0,7,6,9,1
18,30,29,1.6,2.4,0.7,30,5,1.0,0,0.0,0.1724137931034483,0.29,0.0,0.38295318127250905,2,1,1,1,4,10,9,0
15,337,19,2.6,1.4,0.7,337,35,1.0,0,0.0,1.8421052631578947,0.13,0.0,0.4746450304259635,2,0,0,0,9,8,6,0
119,144,148,-22.7,2.7,0.3,100,2,0.6944444444444444,44,22.0,0.013513513513513514,0.13,0.18333333333333332,0.3616,4,0,0,0,10,5,10,0
21,171,28,4.6,0.4,0.4,155,5,0.9064327485380117,16,3.2,0.17857142857142858,0.2,0.14545454545454548,0.3420289855072464,1,2,0,0,4,5,10,1
12,113,15,2.3,2.7,0.4,71,8,0.6283185840707964,42,5.25,0.5333333333333333,0.5,0.40384615384615385,0.41284403669724773,1,0,0,0,8,9,6,1
2,416,6,3.4,3.4,0.95,226,79,0.5432692307692307,190,2.4050632911392404,13.166666666666666,0.24,0.8016877637130801,0.5747167138810197,9,3,0,0,5,5,10,1
19,77,20,5.1,2.9,0.6,77,6,1.0,0,0.0,0.3,0.29,0.0,0.43853820598006643,7,4,0,0,5,8,10,0
19,397,28,8.0,3.0,0.4,397,37,1.0,0,0.0,1.3214285714285714,0.27,0.0,0.5838926174496645,1,0,0,1,6,10,8,0
52,178,77,-24.0,4.0,0.3,129,3,0.7247191011235955,49,16.333333333333332,0.03896103896103896,0.4,0.3081761006289308,0.5939447907390918,4,4,0,0,5,8,8,1
1,336,4,8.0,4.0,0.9,336,172,1.0,0,0.0,43.0,0.12,0.0,0.540447504302926,8,0,1,0,4,9,9,1
8,137,11,6.2,1.2,0.4,100,13,0.7299270072992701,37,2.8461538461538463,1.1818181818181819,0.26,0.3162393162393162,0.4040404040404041,1,2,0,0,10,9,8,1
0,316,3,5.6,1.6,0.9,316,162,1.0,0,0.0,54.0,0.3,0.0,0.4774193548387097,8,1,0,0,5,7,6,1
11,448,15,2.3,2.7,0.4,448,32,1.0,0,0.0,2.1333333333333333,0.47,0.0,0.3774954627949183,1,4,1,0,5,5,7,1
117,498,139,-20.6,0.6,0.3,348,3,0.6987951807228916,150,50.0,0.02158273381294964,0.27,0.423728813559322,0.3125,4,1,1,0,7,8,9,1
0,24,2,3.5,0.5,0.9,24,24,1.0,0,0.0,12.0,0.46,0.0,0.459830866807611,8,1,1,0,5,6,9,1
2,472,3,3.8,0.2,0.9,432,300,0.9152542372881356,40,0.13333333333333333,100.0,0.21,0.044444444444444446,0.32570239334027046,8,2,1,0,7,7,8,0
2,149,6,10.5,2.5,0.6,96,29,0.6442953020134228,53,1.8275862068965518,4.833333333333333,0.41,0.6091954022988506,0.4193954659949622,7,2,0,1,8,7,10,1
84,65,106,6.4,1.4,0.85,45,1,0.6923076923076923,20,20.0,0.009433962264150943,0.37,0.23529411764705882,0.3382862803368004,6,4,0,0,7,6,9,0
2,426,3,0.7,0.3,0.9,426,322,1.0,0,0.0,107.33333333333333,0.43,0.0,0.5139616055846422,5,0,1,1,5,9,9,0
24,47,29,7.0,2.0,0.4,0,0,0.0,47,0.22939751380118353,0.0,0.14,0.05210173733804476,0.35421166306695456,1,0,0,0,4,6,10,1
275,144,301,7.4,2.4,0.85,144,4,1.0,0,0.0,0.013289036544850499,0.37,0.0,0.5215472481827622,6,0,0,0,7,8,10,0
8,25,10,-0.1,1.1,0.9,17,3,0.68,8,2.6666666666666665,0.3,0.37,0.2962962962962963,0.4908424908424908,5,4,0,1,8,6,10,1
4,163,5,18.8,1.2,0.5,155,46,0.950920245398773,8,0.17391304347826086,9.2,0.25,0.034782608695652174,0.39182156133828994,0,4,0,0,9,5,6,0
1,330,2,4.3,4.3,0.95,260,228,0.7878787878787878,70,0.30701754385964913,114.0,0.43,0.15350877192982457,0.3344678919900159,9,1,0,0,7,8,6,1
24,192,27,4.5,0.5,0.4,134,10,0.6979166666666666,58,5.8,0.37037037037037035,0.2,0.23199999999999998,0.44578313253012053,1,1,0,1,9,9,8,0
207,299,255,-21.3,1.3,0.3,206,1,0.6889632107023411,93,93.0,0.00392156862745098,0.49,0.44711538461538464,0.5808869456589631,4,4,0,0,9,6,9,1
111,121,116,-20.3,0.3,0.3,121,2,1.0,0,0.0,0.017241379310344827,0.33,0.0,0.41148964595858384,4,4,0,0,7,6,8,0
550,130,575,7.1,2.1,0.85,130,1,1.0,0,0.0,0.0017391304347826088,0.16,0.0,0.5763708379749969,6,1,0,0,6,10,9,0
3,154,4,5.4,1.4,0.9,119,47,0.7727272727272727,35,0.7446808510638298,11.75,0.37,0.18617021276595744,0.43258426966292135,8,4,0,0,4,8,10,1
6,426,8,0.7,0.3,0.9,426,83,1.0,0,0.0,10.375,0.11,0.0,0.33376068376068374,5,3,0,0,5,8,10,0
1,355,3,5.2,1.2,0.75,240,215,0.676056338028169,115,0.5348837209302325,71.66666666666667,0.35,0.26744186046511625,0.39313471502590674,3,4,1,0,7,7,10,1
227,336,227,-19.5,0.5,0.3,289,1,0.8601190476190477,47,47.0,0.004405286343612335,0.13,0.20614035087719298,0.5601851851851852,4,2,1,0,10,9,6,1
12,442,16,3.7,0.3,0.7,442,30,1.0,0,0.0,1.875,0.41,0.0,0.3714670255720054,2,3,0,1,10,5,10,1
2,66,4,-0.6,0.6,0.95,66,52,1.0,0,0.0,13.0,0.47,0.0,0.3769989792446411,9,4,0,0,7,10,9,0
1,153,3,4.3,0.3,0.9,105,98,0.6862745098039216,48,0.4897959183673469,32.666666666666664,0.38,0.24489795918367346,0.534923339011925,8,2,1,0,5,8,9,1
10,68,14,3.2,0.8,0.75,47,5,0.6911764705882353,21,4.2,0.35714285714285715,0.24,0.38181818181818183,0.5205811138014528,3,1,0,0,4,6,9,1
47,25,68,-19.9,0.1,0.3,25,2,1.0,0,0.0,0.029411764705882353,0.25,0.0,0.5253837072018891,4,1,0,0,9,9,9,0
2,397,7,7.9,0.1,0.6,397,131,1.0,0,0.0,18.714285714285715,0.2,0.0,0.4663278271918678,7,4,1,0,9,8,8,1
5,171,5,-2.9,2.9,0.95,171,42,1.0,0,0.0,8.4,0.35,0.0,0.539553752535497,9,2,0,0,10,8,10,0
8,43,12,2.9,1.1,0.75,27,4,0.627906976744186,16,4.0,0.3333333333333333,0.32,0.4444444444444444,0.571304347826087,3,4,0,0,4,9,9,1
16,492,22,3.5,0.5,0.7,492,44,1.0,0,0.0,2.0,0.25,0.0,0.36451048951048953,2,1,1,0,10,6,6,0
3,105,7,4.7,3.7,0.9,40,14,0.38095238095238093,65,4.642857142857143,2.0,0.42,1.1607142857142858,0.5305164319248826,5,3,0,0,8,6,10,1
3,225,5,3.7,0.3,0.9,198,77,0.88,27,0.35064935064935066,15.4,0.36,0.08766233766233766,0.5374545454545454,8,4,0,0,9,5,8,0
9,323,16,8.5,0.5,0.6,305,28,0.9442724458204335,18,0.6428571428571429,1.75,0.31,0.0642857142857143,0.48223350253807107,7,1,0,0,6,8,6,1
109,95,128,-15.7,4.3,0.3,95,1,1.0,0,0.0,0.0078125,0.27,0.0,0.48500651890482394,4,2,0,0,6,6,9,0
341,39,500,1.8,3.2,0.85,27,1,0.6923076923076923,12,12.0,0.002,0.42,0.03508771929824561,0.5623046002679768,6,4,0,0,4,8,10,0
4,340,10,0.9,3.1,0.7,225,48,0.6617647058823529,115,2.3958333333333335,4.8,0.25,0.4791666666666667,0.39743589743589747,2,3,0,0,6,9,8,1
2,447,4,-1.6,1.6,0.95,376,157,0.8411633109619687,71,0.45222929936305734,39.25,0.24,0.15074309978768577,0.3492943548387097,9,3,0,0,4,6,6,1
5,181,12,4.3,0.7,0.4,111,22,0.6132596685082873,70,3.1818181818181817,1.8333333333333333,0.28,0.5303030303030303,0.46545454545454545,1,1,0,0,9,10,8,1
7,138,8,3.5,0.5,0.7,136,26,0.9855072463768116,2,0.07692307692307693,3.25,0.24,0.009615384615384616,0.4626556016597511,2,1,0,0,5,7,10,0
283,437,339,-21.0,1.0,0.3,262,1,0.5995423340961098,175,175.0,0.0029498525073746312,0.45,0.6161971830985915,0.5588888888888888,4,1,0,0,10,7,9,1
128,354,181,2.5,2.5,0.85,109,1,0.307909604519774,245,245.0,0.0055248618784530384,0.45,1.8992248062015504,0.5193646759847522,6,1,0,0,5,9,7,1
0,486,3,1.9,1.9,0.95,486,264,1.0,0,0.0,88.0,0.32,0.0,0.3910194174757282,9,4,0,0,9,10,9,1
2,422,5,-0.9,0.9,0.95,422,203,1.0,0,0.0,40.6,0.21,0.0,0.5911627906976744,9,1,1,0,4,7,6,1
162,216,181,-17.6,2.4,0.3,0,0,0.0,216,0.22939751380118353,0.0,0.44,0.05210173733804476,0.5651651651651651,4,2,0,0,8,8,10,1
4,94,6,2.0,2.0,0.75,94,26,1.0,0,0.0,4.333333333333333,0.4,0.0,0.3303797468354431,3,3,0,0,6,7,7,0
0,316,1,7.9,3.9,0.9,316,421,1.0,0,0.0,421.0,0.19,0.0,0.5909943714821764,8,0,0,0,9,9,10,1
50,66,64,-23.3,3.3,0.3,0,0,0.0,66,0.22939751380118353,0.0,0.41,0.05210173733804476,0.369334619093539,4,1,0,0,4,6,8,1
257,431,279,-20.0,0.0,0.3,431,2,1.0,0,0.0,0.007168458781362007,0.28,0.0,0.4184434968017058,4,1,0,0,6,7,6,0
2,257,6,-2.0,2.0,0.95,108,43,0.42023346303501946,149,3.4651162790697674,7.166666666666667,0.39,1.1550387596899225,0.4531660344324483,9,3,0,0,5,8,10,1
217,60,298,-19.9,0.1,0.3,60,1,1.0,0,0.0,0.003355704697986577,0.19,0.0,0.3107221006564552,4,1,0,0,10,7,7,0
3,463,6,2.0,2.0,0.7,353,128,0.7624190064794817,110,0.859375,21.333333333333332,0.22,0.21484375,0.35738831615120276,2,3,0,0,8,7,9,1
5,261,8,-3.3,4.3,0.9,261,66,1.0,0,0.0,8.25,0.41,0.0,0.5137614678899083,5,0,1,0,10,9,6,0
3,426,5,2.4,1.6,0.9,376,118,0.8826291079812206,50,0.423728813559322,23.6,0.43,0.1059322033898305,0.3643410852713179,8,4,0,0,8,9,6,1
1,252,5,7.2,3.2,0.9,178,95,0.7063492063492064,74,0.7789473684210526,19.0,0.47,0.3894736842105263,0.3123877917414722,8,2,0,0,6,7,10,1
77,126,80,3.0,2.0,0.85,0,0,0.0,126,0.22939751380118353,0.0,0.41,0.05210173733804476,0.4954261954261954,6,0,0,0,9,8,8,1
2,433,4,5.0,1.0,0.9,307,170,0.7090069284064665,126,0.7411764705882353,42.5,0.12,0.24705882352941178,0.36434714620797487,8,0,1,0,5,9,9,1
4,278,6,0.0,0.0,0.95,278,75,1.0,0,0.0,12.5,0.12,0.0,0.5963149078726968,9,1,0,1,5,6,9,0
5,348,5,3.1,0.9,0.9,348,90,1.0,0,0.0,18.0,0.31,0.0,0.5875743555849307,8,0,0,0,9,9,10,0
2,282,3,8.1,4.1,0.75,282,169,1.0,0,0.0,56.333333333333336,0.24,0.0,0.5967540574282146,3,4,1,0,7,9,9,0
4,308,7,-0.6,0.6,0.95,297,68,0.9642857142857143,11,0.16176470588235295,9.714285714285714,0.24,0.03235294117647059,0.5601539942252165,9,0,0,1,10,7,7,1
0,288,2,20.3,0.3,0.5,288,206,1.0,0,0.0,103.0,0.28,0.0,0.5787037037037037,0,4,0,0,8,7,7,1
442,188,614,5.2,0.2,0.85,0,0,0.0,188,0.22939751380118353,0.0,0.11,0.05210173733804476,0.5871804654711942,6,4,1,0,5,7,10,1
0,362,4,23.2,3.2,0.5,259,121,0.7154696132596685,103,0.8512396694214877,30.25,0.3,0.8512396694214877,0.4644549763033175,0,4,0,0,7,5,7,1
304,208,341,-23.0,3.0,0.3,0,0,0.0,208,0.22939751380118353,0.0,0.2,0.05210173733804476,0.36401456058242326,4,3,1,0,4,9,8,1
3,352,5,8.5,4.5,0.9,241,105,0.6846590909090909,111,1.0571428571428572,21.0,0.37,0.2642857142857143,0.5610021786492374,8,4,0,0,7,5,9,1
0,65,3,4.0,3.0,0.9,45,49,0.6923076923076923,20,0.40816326530612246,16.333333333333332,0.15,0.40816326530612246,0.5990730011587486,5,0,1,0,10,7,8,1
3,156,5,4.8,0.8,0.75,132,46,0.8461538461538461,24,0.5217391304347826,9.2,0.27,0.13043478260869565,0.362086258776329,3,1,0,0,7,7,10,1
2,378,6,1.2,1.2,0.95,378,128,1.0,0,0.0,21.333333333333332,0.14,0.0,0.30992907801418434,9,1,1,1,8,9,9,1
15,276,27,4.5,0.5,0.4,127,11,0.4601449275362319,149,13.545454545454545,0.4074074074074074,0.37,0.8465909090909091,0.359375,1,1,0,0,4,9,9,1
10,392,15,8.3,0.3,0.6,392,50,1.0,0,0.0,3.3333333333333335,0.34,0.0,0.33129770992366414,7,0,1,0,6,6,10,0
1,186,2,4.8,0.8,0.9,130,154,0.6989247311827957,56,0.36363636363636365,77.0,0.33,0.18181818181818182,0.5258620689655172,8,2,0,0,7,10,6,1
2,492,5,-1.8,1.8,0.95,309,137,0.6280487804878049,183,1.3357664233576643,27.4,0.49,0.44525547445255476,0.4506578947368421,9,0,0,0,10,5,7,1
17,228,18,7.0,3.0,0.7,228,14,1.0,0,0.0,0.7777777777777778,0.19,0.0,0.5472222222222223,2,1,0,0,8,7,6,0
133,396,135,-19.6,0.4,0.3,356,3,0.898989898989899,40,13.333333333333334,0.022222222222222223,0.3,0.09950248756218906,0.4967213114754098,4,0,1,0,10,10,6,0
194,353,252,-19.7,0.3,0.3,166,1,0.4702549575070821,187,187.0,0.003968253968253968,0.24,0.958974358974359,0.5085348506401138,4,1,0,0,9,5,6,1
0,295,2,-1.7,1.7,0.95,295,323,1.0,0,0.0,161.5,0.31,0.0,0.4201106410673609,9,4,1,0,7,9,9,1
1,489,3,22.3,2.3,0.5,489,263,1.0,0,0.0,87.66666666666667,0.4,0.0,0.49560117302052786,0,0,0,0,7,7,10,1
14,211,14,3.9,0.1,0.75,211,25,1.0,0,0.0,1.7857142857142858,0.42,0.0,0.47484909456740443,3,4,0,0,5,6,9,0
4,442,6,18.9,1.1,0.5,442,103,1.0,0,0.0,17.166666666666668,0.19,0.0,0.3631123919308358,0,4,0,1,8,10,9,1
306,270,337,2.8,2.2,0.85,255,1,0.9444444444444444,15,15.0,0.002967359050445104,0.46,0.048859934853420196,0.39653075016895695,6,3,0,0,6,10,10,0
10,261,14,3.7,0.3,0.75,261,44,1.0,0,0.0,3.142857142857143,0.25,0.0,0.5804455445544554,3,0,1,0,5,7,10,0
13,332,18,2.7,2.3,0.4,279,18,0.8403614457831325,53,2.9444444444444446,1.0,0.33,0.21031746031746032,0.4977272727272728,1,2,0,0,4,6,8,1
0,60,2,4.7,0.7,0.9,60,66,1.0,0,0.0,33.0,0.27,0.0,0.47850821744627053,8,0,1,0,8,6,6,1
6,137,8,5.5,1.5,0.75,106,20,0.7737226277372263,31,1.55,2.5,0.41,0.22142857142857145,0.4097073518915061,3,1,0,0,8,6,8,1
0,185,1,3.2,0.8,0.9,185,295,1.0,0,0.0,295.0,0.26,0.0,0.4161220043572984,8,0,0,0,6,9,10,1
121,482,132,-19.5,0.5,0.3,257,3,0.533195020746888,225,75.0,0.022727272727272728,0.47,0.6147540983606558,0.3100558659217877,4,0,0,0,9,7,8,1
17,51,24,6.4,2.4,0.7,51,5,1.0,0,0.0,0.20833333333333334,0.34,0.0,0.4122657580919932,2,0,0,0,9,10,6,0
0,334,3,19.7,0.3,0.5,233,178,0.6976047904191617,101,0.5674157303370787,59.333333333333336,0.38,0.5674157303370787,0.5667752442996742,0,4,0,1,5,9,9,1
3,326,6,-0.2,0.2,0.95,326,84,1.0,0,0.0,14.0,0.16,0.0,0.31539044730856713,9,1,0,0,5,6,7,1
2,341,3,20.0,0.0,0.5,341,236,1.0,0,0.0,78.66666666666667,0.19,0.0,0.5568513119533528,0,2,1,0,10,10,9,0
18,64,22,3.1,0.9,0.7,26,2,0.40625,38,19.0,0.09090909090909091,0.41,1.0,0.5797101449275361,2,3,0,0,8,6,8,1
1,204,6,0.3,0.7,0.9,106,47,0.5196078431372549,98,2.0851063829787235,7.833333333333333,0.17,1.0425531914893618,0.5989010989010989,5,1,0,1,4,6,7,1
3,77,4,18.5,1.5,0.5,53,28,0.6883116883116883,24,0.8571428571428571,7.0,0.22,0.21428571428571427,0.5437037037037037,0,4,1,0,6,5,10,0
8,252,12,8.9,0.9,0.6,252,42,1.0,0,0.0,3.5,0.16,0.0,0.5199449793672627,7,1,0,0,4,9,8,0
